,text,final_label,tokenized,stopword_remove,steming_data
51,my long time favorite extra sugar free stick gum flavor and one that i always prefer to buy long as the price doesn t get too far above what other extra flavors same boxed packs cost still not something i should chew too many times a day but i do sometimes lose track knowing that synthetic sweeteners while low in carbs still can long term damage our internal health regardless this is a great tasting sugar free gum,Positive,"['my', 'long', 'time', 'favorite', 'extra', 'sugar', 'free', 'stick', 'gum', 'flavor', 'and', 'one', 'that', 'i', 'always', 'prefer', 'to', 'buy', 'long', 'as', 'the', 'price', 'doesn', 't', 'get', 'too', 'far', 'above', 'what', 'other', 'extra', 'flavors', 'same', 'boxed', 'packs', 'cost', 'still', 'not', 'something', 'i', 'should', 'chew', 'too', 'many', 'times', 'a', 'day', 'but', 'i', 'do', 'sometimes', 'lose', 'track', 'knowing', 'that', 'synthetic', 'sweeteners', 'while', 'low', 'in', 'carbs', 'still', 'can', 'long', 'term', 'damage', 'our', 'internal', 'health', 'regardless', 'this', 'is', 'a', 'great', 'tasting', 'sugar', 'free', 'gum']","['long', 'time', 'favorite', 'extra', 'sugar', 'free', 'stick', 'gum', 'flavor', 'one', 'always', 'prefer', 'buy', 'long', 'price', 'get', 'far', 'extra', 'flavors', 'boxed', 'packs', 'cost', 'still', 'something', 'chew', 'many', 'times', 'day', 'sometimes', 'lose', 'track', 'knowing', 'synthetic', 'sweeteners', 'low', 'carbs', 'still', 'long', 'term', 'damage', 'internal', 'health', 'regardless', 'great', 'tasting', 'sugar', 'free', 'gum']","['long', 'time', 'favorit', 'extra', 'sugar', 'free', 'stick', 'gum', 'flavor', 'one', 'alway', 'prefer', 'buy', 'long', 'price', 'get', 'far', 'extra', 'flavor', 'box', 'pack', 'cost', 'still', 'someth', 'chew', 'mani', 'time', 'day', 'sometim', 'lose', 'track', 'know', 'synthet', 'sweeten', 'low', 'carb', 'still', 'long', 'term', 'damag', 'intern', 'health', 'regardless', 'great', 'tast', 'sugar', 'free', 'gum']"
52,great amount for a great price,Positive,"['great', 'amount', 'for', 'a', 'great', 'price']","['great', 'amount', 'great', 'price']","['great', 'amount', 'great', 'price']"
53,i love the taste and i chewed the gum myself,Positive,"['i', 'love', 'the', 'taste', 'and', 'i', 'chewed', 'the', 'gum', 'myself']","['love', 'taste', 'chewed', 'gum']","['love', 'tast', 'chew', 'gum']"
54,good value in bulk,Positive,"['good', 'value', 'in', 'bulk']","['good', 'value', 'bulk']","['good', 'valu', 'bulk']"
55,perfect,Positive,['perfect'],['perfect'],['perfect']
56,i love this gum it lasts a long time and tastes great,Positive,"['i', 'love', 'this', 'gum', 'it', 'lasts', 'a', 'long', 'time', 'and', 'tastes', 'great']","['love', 'gum', 'lasts', 'long', 'time', 'tastes', 'great']","['love', 'gum', 'last', 'long', 'time', 'tast', 'great']"
57,this is pretty much the same exact thing as the things you d see at your local gas station or convenience store but it is really nice to be able to have a good amount of gum prepared incase one case runs out,Positive,"['this', 'is', 'pretty', 'much', 'the', 'same', 'exact', 'thing', 'as', 'the', 'things', 'you', 'd', 'see', 'at', 'your', 'local', 'gas', 'station', 'or', 'convenience', 'store', 'but', 'it', 'is', 'really', 'nice', 'to', 'be', 'able', 'to', 'have', 'a', 'good', 'amount', 'of', 'gum', 'prepared', 'incase', 'one', 'case', 'runs', 'out']","['pretty', 'much', 'exact', 'thing', 'things', 'see', 'local', 'gas', 'station', 'convenience', 'store', 'really', 'nice', 'able', 'good', 'amount', 'gum', 'prepared', 'incase', 'one', 'case', 'runs']","['pretti', 'much', 'exact', 'thing', 'thing', 'see', 'local', 'ga', 'station', 'conveni', 'store', 'realli', 'nice', 'abl', 'good', 'amount', 'gum', 'prepar', 'incas', 'one', 'case', 'run']"
58,great price for this gum love this flavor will repurchase,Positive,"['great', 'price', 'for', 'this', 'gum', 'love', 'this', 'flavor', 'will', 'repurchase']","['great', 'price', 'gum', 'love', 'flavor', 'repurchase']","['great', 'price', 'gum', 'love', 'flavor', 'repurchas']"
59,my daughters favorite gum and at an affordable price,Positive,"['my', 'daughters', 'favorite', 'gum', 'and', 'at', 'an', 'affordable', 'price']","['daughters', 'favorite', 'gum', 'affordable', 'price']","['daughter', 'favorit', 'gum', 'afford', 'price']"
60,will not purchase again item is not fresh slightly stale the expiration date is less than a month and i just received a couple days ago disappointing,Negative,"['will', 'not', 'purchase', 'again', 'item', 'is', 'not', 'fresh', 'slightly', 'stale', 'the', 'expiration', 'date', 'is', 'less', 'than', 'a', 'month', 'and', 'i', 'just', 'received', 'a', 'couple', 'days', 'ago', 'disappointing']","['purchase', 'item', 'fresh', 'slightly', 'stale', 'expiration', 'date', 'less', 'month', 'received', 'couple', 'days', 'ago', 'disappointing']","['purchas', 'item', 'fresh', 'slightli', 'stale', 'expir', 'date', 'less', 'month', 'receiv', 'coupl', 'day', 'ago', 'disappoint']"
61,great product,Positive,"['great', 'product']","['great', 'product']","['great', 'product']"
62,the puffs were expired the same month jan,Negative,"['the', 'puffs', 'were', 'expired', 'the', 'same', 'month', 'jan']","['puffs', 'expired', 'month', 'jan']","['puff', 'expir', 'month', 'jan']"
63,seriously days to eat bags of cheetos before they expire opened one and it was already stale glad it s the end of the school year will be cancelling my auto delivery buy with caution,Negative,"['seriously', 'days', 'to', 'eat', 'bags', 'of', 'cheetos', 'before', 'they', 'expire', 'opened', 'one', 'and', 'it', 'was', 'already', 'stale', 'glad', 'it', 's', 'the', 'end', 'of', 'the', 'school', 'year', 'will', 'be', 'cancelling', 'my', 'auto', 'delivery', 'buy', 'with', 'caution']","['seriously', 'days', 'eat', 'bags', 'cheetos', 'expire', 'opened', 'one', 'already', 'stale', 'glad', 'end', 'school', 'year', 'cancelling', 'auto', 'delivery', 'buy', 'caution']","['serious', 'day', 'eat', 'bag', 'cheeto', 'expir', 'open', 'one', 'alreadi', 'stale', 'glad', 'end', 'school', 'year', 'cancel', 'auto', 'deliveri', 'buy', 'caution']"
64,within months of expiration ridiculous,Negative,"['within', 'months', 'of', 'expiration', 'ridiculous']","['within', 'months', 'expiration', 'ridiculous']","['within', 'month', 'expir', 'ridicul']"
65,the only thing i dislike is the expiration date is days away and i purchased for a graduation party in july should have waited,Negative,"['the', 'only', 'thing', 'i', 'dislike', 'is', 'the', 'expiration', 'date', 'is', 'days', 'away', 'and', 'i', 'purchased', 'for', 'a', 'graduation', 'party', 'in', 'july', 'should', 'have', 'waited']","['thing', 'dislike', 'expiration', 'date', 'days', 'away', 'purchased', 'graduation', 'party', 'july', 'waited']","['thing', 'dislik', 'expir', 'date', 'day', 'away', 'purchas', 'graduat', 'parti', 'juli', 'wait']"
66,i was so excited when these came as they are my faves unfortunately they were staled in taste it s dated for aug the problem is the bags are slightly opened which cause them to become staled,Positive,"['i', 'was', 'so', 'excited', 'when', 'these', 'came', 'as', 'they', 'are', 'my', 'faves', 'unfortunately', 'they', 'were', 'staled', 'in', 'taste', 'it', 's', 'dated', 'for', 'aug', 'the', 'problem', 'is', 'the', 'bags', 'are', 'slightly', 'opened', 'which', 'cause', 'them', 'to', 'become', 'staled']","['excited', 'came', 'faves', 'unfortunately', 'staled', 'taste', 'dated', 'aug', 'problem', 'bags', 'slightly', 'opened', 'cause', 'become', 'staled']","['excit', 'came', 'fave', 'unfortun', 'stale', 'tast', 'date', 'aug', 'problem', 'bag', 'slightli', 'open', 'caus', 'becom', 'stale']"
67,who doesn t love a big box of snacks cheetos are wonderfully fresh popping with flavor,Positive,"['who', 'doesn', 't', 'love', 'a', 'big', 'box', 'of', 'snacks', 'cheetos', 'are', 'wonderfully', 'fresh', 'popping', 'with', 'flavor']","['love', 'big', 'box', 'snacks', 'cheetos', 'wonderfully', 'fresh', 'popping', 'flavor']","['love', 'big', 'box', 'snack', 'cheeto', 'wonder', 'fresh', 'pop', 'flavor']"
68,wow i got ripped off only chips in one bag,Negative,"['wow', 'i', 'got', 'ripped', 'off', 'only', 'chips', 'in', 'one', 'bag']","['wow', 'got', 'ripped', 'chips', 'one', 'bag']","['wow', 'got', 'rip', 'chip', 'one', 'bag']"
69,these were perfect for my hubby s easter basket,Positive,"['these', 'were', 'perfect', 'for', 'my', 'hubby', 's', 'easter', 'basket']","['perfect', 'hubby', 'easter', 'basket']","['perfect', 'hubbi', 'easter', 'basket']"
70,best candy,Positive,"['best', 'candy']","['best', 'candy']","['best', 'candi']"
71,this candy is definitely for children my teenage daughter enjoyed every bite i gave her my bag to share with her friends,Positive,"['this', 'candy', 'is', 'definitely', 'for', 'children', 'my', 'teenage', 'daughter', 'enjoyed', 'every', 'bite', 'i', 'gave', 'her', 'my', 'bag', 'to', 'share', 'with', 'her', 'friends']","['candy', 'definitely', 'children', 'teenage', 'daughter', 'enjoyed', 'every', 'bite', 'gave', 'bag', 'share', 'friends']","['candi', 'definit', 'children', 'teenag', 'daughter', 'enjoy', 'everi', 'bite', 'gave', 'bag', 'share', 'friend']"
72,these are my absolute favorite,Positive,"['these', 'are', 'my', 'absolute', 'favorite']","['absolute', 'favorite']","['absolut', 'favorit']"
73,so good,Positive,"['so', 'good']",['good'],['good']
74,sour taste wrapped in sweet tiny bits what s not to like about candy,Neutral,"['sour', 'taste', 'wrapped', 'in', 'sweet', 'tiny', 'bits', 'what', 's', 'not', 'to', 'like', 'about', 'candy']","['sour', 'taste', 'wrapped', 'sweet', 'tiny', 'bits', 'like', 'candy']","['sour', 'tast', 'wrap', 'sweet', 'tini', 'bit', 'like', 'candi']"
75,delicious and priced right,Positive,"['delicious', 'and', 'priced', 'right']","['delicious', 'priced', 'right']","['delici', 'price', 'right']"
76,one of the best candies of all time love everything about these except that they aren t healthy please get rid of horrible dyes and then they would be perfect love the taste yum yum yum,Positive,"['one', 'of', 'the', 'best', 'candies', 'of', 'all', 'time', 'love', 'everything', 'about', 'these', 'except', 'that', 'they', 'aren', 't', 'healthy', 'please', 'get', 'rid', 'of', 'horrible', 'dyes', 'and', 'then', 'they', 'would', 'be', 'perfect', 'love', 'the', 'taste', 'yum', 'yum', 'yum']","['one', 'best', 'candies', 'time', 'love', 'everything', 'except', 'healthy', 'please', 'get', 'rid', 'horrible', 'dyes', 'would', 'perfect', 'love', 'taste', 'yum', 'yum', 'yum']","['one', 'best', 'candi', 'time', 'love', 'everyth', 'except', 'healthi', 'pleas', 'get', 'rid', 'horribl', 'dye', 'would', 'perfect', 'love', 'tast', 'yum', 'yum', 'yum']"
77,a sweet treat,Positive,"['a', 'sweet', 'treat']","['sweet', 'treat']","['sweet', 'treat']"
78,i m not a big nerds fan but these are delicious and i can t stop eating them,Positive,"['i', 'm', 'not', 'a', 'big', 'nerds', 'fan', 'but', 'these', 'are', 'delicious', 'and', 'i', 'can', 't', 'stop', 'eating', 'them']","['big', 'nerds', 'fan', 'delicious', 'stop', 'eating']","['big', 'nerd', 'fan', 'delici', 'stop', 'eat']"
79,these are great sweet tangy chewy have to hide them from the kids,Positive,"['these', 'are', 'great', 'sweet', 'tangy', 'chewy', 'have', 'to', 'hide', 'them', 'from', 'the', 'kids']","['great', 'sweet', 'tangy', 'chewy', 'hide', 'kids']","['great', 'sweet', 'tangi', 'chewi', 'hide', 'kid']"
80,commercial popper lots of un popped kernels took shows to pop it all and did not notice a difference in in pop ratio to duds in bottom tray i did expect a higher ratio for gourmet popcorn compared to the big bulk bags will probably go back to the big bags and zip lock to keep the corn fresh once opening,Neutral,"['commercial', 'popper', 'lots', 'of', 'un', 'popped', 'kernels', 'took', 'shows', 'to', 'pop', 'it', 'all', 'and', 'did', 'not', 'notice', 'a', 'difference', 'in', 'in', 'pop', 'ratio', 'to', 'duds', 'in', 'bottom', 'tray', 'i', 'did', 'expect', 'a', 'higher', 'ratio', 'for', 'gourmet', 'popcorn', 'compared', 'to', 'the', 'big', 'bulk', 'bags', 'will', 'probably', 'go', 'back', 'to', 'the', 'big', 'bags', 'and', 'zip', 'lock', 'to', 'keep', 'the', 'corn', 'fresh', 'once', 'opening']","['commercial', 'popper', 'lots', 'un', 'popped', 'kernels', 'took', 'shows', 'pop', 'notice', 'difference', 'pop', 'ratio', 'duds', 'bottom', 'tray', 'expect', 'higher', 'ratio', 'gourmet', 'popcorn', 'compared', 'big', 'bulk', 'bags', 'probably', 'go', 'back', 'big', 'bags', 'zip', 'lock', 'keep', 'corn', 'fresh', 'opening']","['commerci', 'popper', 'lot', 'un', 'pop', 'kernel', 'took', 'show', 'pop', 'notic', 'differ', 'pop', 'ratio', 'dud', 'bottom', 'tray', 'expect', 'higher', 'ratio', 'gourmet', 'popcorn', 'compar', 'big', 'bulk', 'bag', 'probabl', 'go', 'back', 'big', 'bag', 'zip', 'lock', 'keep', 'corn', 'fresh', 'open']"
81,i made four cup batches all were tuff not tender and fluffy will not buy again,Negative,"['i', 'made', 'four', 'cup', 'batches', 'all', 'were', 'tuff', 'not', 'tender', 'and', 'fluffy', 'will', 'not', 'buy', 'again']","['made', 'four', 'cup', 'batches', 'tuff', 'tender', 'fluffy', 'buy']","['made', 'four', 'cup', 'batch', 'tuff', 'tender', 'fluffi', 'buy']"
82,using to make caramel and cinnamon corn have lots of unpopped kernels in each attempt probably won t buy again will choose to use kirkland microwave popcorn in the future,Neutral,"['using', 'to', 'make', 'caramel', 'and', 'cinnamon', 'corn', 'have', 'lots', 'of', 'unpopped', 'kernels', 'in', 'each', 'attempt', 'probably', 'won', 't', 'buy', 'again', 'will', 'choose', 'to', 'use', 'kirkland', 'microwave', 'popcorn', 'in', 'the', 'future']","['using', 'make', 'caramel', 'cinnamon', 'corn', 'lots', 'unpopped', 'kernels', 'attempt', 'probably', 'buy', 'choose', 'use', 'kirkland', 'microwave', 'popcorn', 'future']","['use', 'make', 'caramel', 'cinnamon', 'corn', 'lot', 'unpop', 'kernel', 'attempt', 'probabl', 'buy', 'choos', 'use', 'kirkland', 'microwav', 'popcorn', 'futur']"
83,great pop corn probably on my bottles you won t be disappointed better them the movie and healthier buy and try your love it,Positive,"['great', 'pop', 'corn', 'probably', 'on', 'my', 'bottles', 'you', 'won', 't', 'be', 'disappointed', 'better', 'them', 'the', 'movie', 'and', 'healthier', 'buy', 'and', 'try', 'your', 'love', 'it']","['great', 'pop', 'corn', 'probably', 'bottles', 'disappointed', 'better', 'movie', 'healthier', 'buy', 'try', 'love']","['great', 'pop', 'corn', 'probabl', 'bottl', 'disappoint', 'better', 'movi', 'healthier', 'buy', 'tri', 'love']"
84,great product and price is good,Positive,"['great', 'product', 'and', 'price', 'is', 'good']","['great', 'product', 'price', 'good']","['great', 'product', 'price', 'good']"
85,great low calorie snack,Positive,"['great', 'low', 'calorie', 'snack']","['great', 'low', 'calorie', 'snack']","['great', 'low', 'calori', 'snack']"
86,kernels are old taste bad,Negative,"['kernels', 'are', 'old', 'taste', 'bad']","['kernels', 'old', 'taste', 'bad']","['kernel', 'old', 'tast', 'bad']"
87,i like to make fresh popcorn this container helps me to do that,Positive,"['i', 'like', 'to', 'make', 'fresh', 'popcorn', 'this', 'container', 'helps', 'me', 'to', 'do', 'that']","['like', 'make', 'fresh', 'popcorn', 'container', 'helps']","['like', 'make', 'fresh', 'popcorn', 'contain', 'help']"
88,the popcorn was delivered fresh once popped it was nice and fluffy but had virtually no flavor needed to coat it with butter and salt,Positive,"['the', 'popcorn', 'was', 'delivered', 'fresh', 'once', 'popped', 'it', 'was', 'nice', 'and', 'fluffy', 'but', 'had', 'virtually', 'no', 'flavor', 'needed', 'to', 'coat', 'it', 'with', 'butter', 'and', 'salt']","['popcorn', 'delivered', 'fresh', 'popped', 'nice', 'fluffy', 'virtually', 'flavor', 'needed', 'coat', 'butter', 'salt']","['popcorn', 'deliv', 'fresh', 'pop', 'nice', 'fluffi', 'virtual', 'flavor', 'need', 'coat', 'butter', 'salt']"
89,very large handy container easy to handle tasty too,Positive,"['very', 'large', 'handy', 'container', 'easy', 'to', 'handle', 'tasty', 'too']","['large', 'handy', 'container', 'easy', 'handle', 'tasty']","['larg', 'handi', 'contain', 'easi', 'handl', 'tasti']"
90,personally the hard cookies are my favorite not too pleased that you get like one or two oat raisin in a box which is my spouse s favorite,Positive,"['personally', 'the', 'hard', 'cookies', 'are', 'my', 'favorite', 'not', 'too', 'pleased', 'that', 'you', 'get', 'like', 'one', 'or', 'two', 'oat', 'raisin', 'in', 'a', 'box', 'which', 'is', 'my', 'spouse', 's', 'favorite']","['personally', 'hard', 'cookies', 'favorite', 'pleased', 'get', 'like', 'one', 'two', 'oat', 'raisin', 'box', 'spouse', 'favorite']","['person', 'hard', 'cooki', 'favorit', 'pleas', 'get', 'like', 'one', 'two', 'oat', 'raisin', 'box', 'spous', 'favorit']"
